id,scene,caption
73152,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the table, and with your right hand, place the watch next to the pen holder on the table to the storage box"
73153,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the table, and with your right hand, place the watch next to the tape on the table to the storage box"
73154,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the table, and with your right hand, place the hair clip next to the stapler on the table to the storage box"
73155,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the table, and with your right hand, place the bobby clip next to the pencil holder on the table to the storage box"
73156,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the desktop, and with your right hand, place the hair clip next to the tape on the desktop to the storage box"
73157,Office,"With your left hand, take the nail clippers next to the tape from the storage box to the table, and with your right hand, put the hand cream next to the stapler on the table to the storage box"
73158,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the table, and with your right hand, place the hand cream next to the pen holder on the table to the storage box"
73159,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the table, and with your right hand, place the hand cream next to the tape on the table to the storage box"
73160,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the desktop, and with your right hand, place the keys next to the stapler on the desktop to the storage box"
73161,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the desktop, and with your right hand, place the key next to the pencil holder on the desktop to the storage box"
73162,Office,"With your left hand, take the nail clippers next to the tape from the storage box to the desktop, and with your right hand, place the key next to the tape on the desktop to the locker"
73163,Office,"With your left hand, take the nail clippers next to the tape from the storage box to the desktop, and with your right hand, place the face mask next to the stapler on the desktop to the storage box"
73164,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the desktop, and with your right hand, place the face mask next to the pencil holder on the desktop to the storage box"
73165,Office,"With your left hand, take the nail clippers next to the tape from the storage box to the desktop, and with your right hand, place the face mask next to the tape on the desktop to the storage box"
73166,Office,"With your left hand, take the nail clippers next to the tape from the storage box to the desktop, and with your right hand, put the power bank next to the stapler on the desktop to the storage box"
73167,Office,"With your left hand, take the nail clippers next to the tape from the storage box to the desktop, and with your right hand, put the power bank next to the pen holder on the desktop to the storage box"
73168,Office,"With your left hand, take the nail clippers next to the tape from the storage box to the desktop, and with your right hand, place the power bank next to the tape on the desktop to the storage box"
73169,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the desktop, and with your right hand, place the comb next to the stapler on the desktop to the storage box"
73170,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the desktop, and with your right hand, place the comb next to the pencil holder on the desktop to the storage box"
73171,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the desktop, and with your right hand, place the comb next to the tape on the desktop to the storage box"
73172,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the table, and with your right hand, place the coasters next to the stapler on the table to the storage box"
73173,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the table, and with your right hand, place the coaster next to the pencil holder on the table to the storage box"
73174,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the table top, and with your right hand, place the coaster next to the tape on the table top to the storage box"
73175,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the table, and with your right hand, place the phone case next to the stapler on the table to the storage box"
73176,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the desktop, and with your right hand, place the phone case next to the pen holder on the desktop to the storage box"
73177,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the desktop, and with your right hand, place the phone case next to the tape on the desktop to the storage box"
73178,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the desktop, and with your right hand, place the scissors next to the stapler on the desktop to the storage box"
73179,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the desktop, and with your right hand, place the scissors next to the pencil holder on the desktop to the storage box"
73180,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the desktop, and with your right hand, place the scissors next to the tape on the desktop to the storage box"
73181,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the table, and with your right hand, place the packet of tissue paper next to the stapler on the table to the storage box"
73182,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the table, and with your right hand, place the packet of paper towels next to the pencil holder on the table to the storage box"
73183,Office,"With your left hand, bring the nail clippers next to the tape from the locker to the table, and with your right hand, place the packet of paper towels next to the tape on the table to the locker"
73184,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the table, and with your right hand, place the earplugs next to the stapler on the table to the storage box"
73185,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the table, and with your right hand, place the ear plugs next to the pencil holder on the table to the storage box"
73186,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the desktop, and with your right hand, place the earplugs next to the tape on the desktop to the storage box"
73187,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the table, and with your right hand, place the eye patch next to the stapler on the table to the storage box"
73188,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the desktop, and with your right hand, place the eye patch next to the pen holder on the desktop to the storage box"
73189,Office,"With your left hand, bring the nail clippers next to the tape from the storage box to the desktop, and with your right hand, place the eye patch next to the tape on the desktop to the storage box"
73190,Office,"With your left hand, take the comb next to the stapler from the storage box to the table, and with your right hand, put the glasses next to the stapler on the table to the storage box"
73191,Office,"With your left hand, bring the brush next to the stapler from the storage case to the table, and with your right hand, place the glasses next to the pen holder on the table to the storage case"
73192,Office,"With your left hand, bring the comb next to the stapler from the storage box to the table, and with your right hand, place the glasses next to the tape on the table to the storage box"
73193,Office,"With your left hand, take the brush next to the stapler from the storage box to the table, and with your right hand, put the phone next to the stapler on the table to the storage box"
73194,Office,"With your left hand, take the brush next to the stapler from the storage case to the desktop, and with your right hand, place the phone next to the pen holder on the desktop to the storage case"
73195,Office,"With your left hand, bring the comb next to the stapler from the storage box to the desktop, and with your right hand, place the phone next to the tape on the desktop to the storage box"
73196,Office,"With your left hand, take the comb next to the stapler from the storage box to the desktop, and with your right hand, place the remote control next to the stapler on the desktop to the storage box"
73197,Office,"With your left hand, bring the comb next to the stapler from the storage case to the desktop, and with your right hand, place the remote control next to the pen holder on the desktop to the storage case"
73198,Office,"With your left hand, bring the comb next to the stapler from the storage box to the desktop, and with your right hand, place the remote control next to the tape on the desktop to the storage box"
73199,Office,"Bring the comb next to the stapler from the storage case to the table with your left hand, and place the headset next to the wired stapler on the table with your right hand to the storage case"
73200,Office,"Bring the comb next to the stapler from the storage case to the desktop with your left hand, and place the earphones next to the wired pen holder on the desktop to the storage case with your right hand"
73201,Office,"With your left hand, bring the comb next to the stapler from the storage case to the desktop, and with your right hand, place the headset next to the wired tape on the desktop to the storage case"
73202,Office,"With your left hand, take the comb next to the stapler from the storage case to the desktop, and with your right hand, place the watch next to the stapler on the desktop to the storage case"
73203,Office,"With your left hand, bring the comb next to the stapler from the storage case to the table, and with your right hand, place the watch next to the pen holder on the table to the storage case"
73204,Office,"With your left hand, bring the comb next to the stapler from the storage case to the table, and with your right hand, place the watch next to the tape on the table to the storage case"
73205,Office,"With your left hand, take the comb next to the stapler from the storage box to the table, and with your right hand, place the hairpin next to the stapler on the table to the storage box"
73206,Office,"With your left hand, bring the brush next to the stapler from the storage case to the table, and with your right hand, place the hairpin next to the pen holder on the table to the storage case"
73207,Office,"With your left hand, bring the brush next to the stapler from the storage box to the desktop, and with your right hand, place the hairpin next to the tape on the desktop to the storage box"
73208,Office,"With your left hand, take the brush next to the stapler from the storage box to the desktop, and with your right hand, put the hand cream next to the stapler on the desktop to the storage box"
73209,Office,"With your left hand, take the brush next to the stapler from the storage box to the desktop, and with your right hand, put the hand cream next to the pen holder on the desktop to the storage box"
73210,Office,"With your left hand, take the comb next to the stapler from the storage box to the desktop, and with your right hand, put the hand cream next to the tape on the desktop to the storage box"
73211,Office,"With your left hand, take the comb next to the stapler from the storage box to the desktop, and with your right hand, place the key next to the stapler on the desktop to the storage box"
73212,Office,"With your left hand, bring the comb next to the stapler from the storage case to the desktop, and with your right hand, place the key next to the pencil holder on the desktop to the storage case"
73213,Office,"With your left hand, bring the comb next to the stapler from the storage box to the desktop, and with your right hand, place the key next to the tape on the desktop to the storage box"
73214,Office,"With your left hand, take the comb next to the stapler from the storage box to the desktop, and with your right hand, place the mask next to the stapler on the desktop to the storage box"
73215,Office,"With your left hand, take the comb next to the stapler from the storage box to the desktop, and with your right hand, place the face mask next to the pen holder on the desktop to the storage box"
73216,Office,"With your left hand, take the comb next to the stapler from the storage box to the table, and with your right hand, put the mask next to the tape on the table onto the storage box"
73217,Office,"With your left hand, take the comb next to the stapler from the storage box to the desktop, and with your right hand, put the power bank next to the stapler on the desktop to the storage box"
73218,Office,"Bring the comb next to the stapler from the storage case to the desktop with your left hand, and put the power bank next to the pen holder on the desktop to the storage case with your right hand"
73219,Office,"With your left hand, take the comb next to the stapler from the storage case to the desktop, and with your right hand, place the power bank next to the tape on the desktop onto the storage case"
73220,Office,"With your left hand, take the brush next to the stapler from the storage box to the desktop, and with your right hand, place the nail clippers next to the stapler on the desktop to the storage box"
73221,Office,"With your left hand, bring the brush next to the stapler from the storage box to the table, and with your right hand, place the nail clippers next to the pen holder on the table to the storage box"
73222,Office,"With your left hand, bring the comb next to the stapler from the storage box to the table, and with your right hand, place the nail clippers next to the tape on the table to the storage box"
73223,Office,"Bring the comb next to the stapler from the storage box to the table with your left hand, and place the coaster next to the stapler on the table with your right hand to the storage box"
73224,Office,"Bring the comb next to the stapler from the storage case to the table with your left hand, and place the coaster next to the pen holder on the table with your right hand"
73225,Office,"Bring the comb next to the stapler from the storage case to the table with your left hand, and place the coaster next to the tape on the table with your right hand on the storage case"
73226,Office,"Bring the comb next to the stapler from the storage box to the table with your left hand, and place the phone case next to the stapler on the table with your right hand"
73227,Office,"With your left hand, bring the comb next to the stapler from the storage case to the desktop, and with your right hand, place the phone case next to the pen holder on the desktop to the storage case"
73228,Office,"With your left hand, bring the comb next to the stapler from the storage case to the desktop, and with your right hand, place the phone case next to the tape on the desktop to the storage case"
73229,Office,"Bring the comb next to the stapler from the storage box to the table with your left hand, and place the scissors next to the stapler on the table with your right hand"
73230,Office,"Bring the comb next to the stapler from the storage box to the table with your left hand, and place the scissors next to the pen holder on the table with your right hand"
73231,Office,"Bring the comb next to the stapler from the storage box to the table with your left hand, and place the scissors next to the tape on the table with your right hand"
73232,Office,"With your left hand, bring the comb next to the stapler to the table, and with your right hand, place the packet of paper towels next to the stapler on the table to the storage box"
73233,Office,"With your left hand, bring the brush next to the stapler to the table, and with your right hand, place the packet of paper towels next to the pen holder on the table to the box"
73234,Office,"With your left hand, bring the brush next to the stapler to the table, and with your right hand, place the packet of paper towels next to the tape on the table to the storage box"
73235,Office,"With your left hand, bring the comb next to the stapler to the table, and with your right hand, place the earplugs next to the stapler on the table to the box"
73236,Office,"Bring the comb next to the stapler from the storage case to the table with your left hand, and place the earplugs next to the pen holder on the table with your right hand"
73237,Office,"Bring the comb next to the stapler from the storage case to the table with your left hand, and place the earplugs next to the tape on the table with your right hand to the storage case"
73238,Office,"With your left hand, bring the comb next to the stapler from the storage box to the table, and with your right hand, place the blindfold next to the stapler on the table to the storage box"
73239,Office,"With your left hand, bring the comb next to the stapler from the storage box to the table, and with your right hand, place the blindfold next to the pen holder on the table to the storage box"
73240,Office,"With your left hand, take the comb next to the stapler from the storage box to the desktop, and with your right hand, place the blindfold next to the tape on the desktop onto the storage box"
73241,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the table, and with your right hand, place the glasses next to the stapler on the table to the storage case"
73242,Office,"With your left hand, bring the comb next to the pen container to the desktop, and with your right hand, place the glasses next to the pen container on the desktop to the storage case"
73243,Office,"With your left hand, you bring the comb next to the pen container to the desktop, and with your right hand, you place the glasses next to the tape on the desktop to the storage box"
73244,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the desktop, and with your right hand, place the cell phone next to the stapler on the desktop to the storage case"
73245,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the desktop, and with your right hand, place the phone next to the pen holder on the desktop to the storage case"
73246,Office,"With your left hand, bring the comb next to the pen holder from the storage box to the desktop, and with your right hand, place the phone next to the tape on the desktop to the storage box"
73247,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the desktop, and with your right hand, place the remote control next to the stapler on the desktop to the storage case"
73248,Office,"With your left hand, bring the comb next to the pen container to the desktop, and with your right hand, place the remote control next to the pen container on the desktop to the storage box"
73249,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the desktop, and with your right hand, place the remote control next to the tape on the desktop to the storage case"
73250,Office,"Bring the comb next to the pen holder from the storage case to the desktop with your left hand, and place the earpiece next to the cable stapler on the desktop to the storage case with your right hand"
73251,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the desktop, and with your right hand, place the earphone next to the wired pen holder on the desktop to the storage case"
73252,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the desktop, and with your right hand, place the earphone next to the wired tape on the desktop to the storage case"
73253,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the desktop, and with your right hand, place the watch next to the stapler on the desktop to the storage case"
73254,Office,"With your left hand, take the comb next to the pen holder from the storage case to the desktop, and with your right hand, place the watch next to the pen holder on the desktop to the storage case"
73255,Office,"With your left hand, take the comb next to the pen holder from the storage box to the desktop, and with your right hand, put the watch next to the tape on the desktop to the storage box"
73256,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the desktop, and with your right hand, place the hairpin next to the stapler on the desktop to the storage case"
73257,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the table, and with your right hand, place the hairpin next to the pen holder on the table top to the storage case"
73258,Office,"With your left hand, bring the comb next to the pen holder from the storage box to the table, and with your right hand, place the hairpin next to the tape on the table to the storage box"
73259,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the desktop, and with your right hand, place the hand cream next to the stapler on the desktop to the storage case"
73260,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the table, and with your right hand, place the hand cream next to the pen holder on the table"
73261,Office,"With your left hand, take the comb next to the pen container from the storage box to the desktop, and with your right hand, put the hand cream next to the tape on the desktop to the storage box"
73262,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the desktop, and with your right hand, place the key next to the stapler on the desktop to the storage case"
73263,Office,"With your left hand, bring the comb next to the pen holder from the locker to the table, and with your right hand, place the key next to the pen holder on the table to the locker"
73264,Office,"With your left hand, take the comb next to the pen container from the storage box to the desktop, and with your right hand, place the key next to the tape on the desktop to the storage box"
73265,Office,"With your left hand, take the comb next to the pen holder from the storage case to the desktop, and with your right hand, put the face mask next to the stapler on the desktop to the storage case"
73266,Office,"With your left hand, take the comb next to the pen holder from the storage case to the desktop, and with your right hand, place the face mask next to the pen holder on the desktop to the storage case"
73267,Office,"With your left hand, take the comb next to the pen container from the storage box to the desktop, and with your right hand, place the mask next to the tape on the desktop onto the storage box"
73268,Office,"With your left hand, take the comb next to the pen holder from the storage case to the desktop, and with your right hand, put the power bank next to the stapler on the desktop to the storage case"
73269,Office,"With your left hand, take the comb next to the pen holder from the storage case to the desktop, and with your right hand, place the power bank next to the pen holder on the desktop to the storage case"
73270,Office,"With your left hand, take the comb next to the pen holder from the storage case to the desktop, and with your right hand, place the power bank next to the tape on the desktop onto the storage case"
73271,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the desktop, and with your right hand, place the nail clippers next to the stapler on the desktop to the storage case"
73272,Office,"With your left hand, bring the comb next to the pen holder from the storage box to the table, and with your right hand, place the nail clippers next to the pen holder on the table top"
73273,Office,"With your left hand, take the comb next to the pen container from the storage box to the desktop, and with your right hand, place the nail clippers next to the tape on the desktop to the storage box"
73274,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the table, and with your right hand, place the coaster next to the stapler on the table to the storage case"
73275,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the table, and with your right hand, place the coaster next to the pen holder on the table to the storage case"
73276,Office,"With your left hand, bring the comb next to the pen container from the storage box to the table, and with your right hand, place the coaster next to the tape on the table to the storage box"
73277,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the desktop, and with your right hand, place the phone case next to the stapler on the desktop to the storage case"
73278,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the desktop, and with your right hand, place the phone case next to the pen holder on the desktop to the storage case"
73279,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the desktop, and with your right hand, place the phone case next to the tape on the desktop to the storage case"
73280,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the desktop, and with your right hand, place the scissors next to the stapler on the desktop to the storage case"
73281,Office,"With your left hand, bring the comb next to the pen container to the desktop, and with your right hand, place the scissors next to the pen container on the desktop to the locker"
73282,Office,"With your left hand, take the comb next to the pen container from the storage box to the desktop, and with your right hand, place the scissors next to the tape on the desktop to the storage box"
73283,Office,"With your left hand, bring the comb next to the pen holder from the storage box to the table, and with your right hand, place the packet of paper towels next to the stapler on the table to the storage box"
73284,Office,"With your left hand, bring the comb next to the pen container to the table, and with your right hand, place the packet of paper towels next to the pen container on the table to the box"
73285,Office,"With your left hand, bring the comb next to the pen container to the table, and with your right hand, place the packet of paper towels next to the tape on the table to the box"
73286,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the table, and with your right hand, place the earplugs next to the stapler on the table to the storage case"
73287,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the table, and with your right hand, place the earplugs next to the pen holder on the table top"
73288,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the table, and with your right hand, place the earplugs next to the tape on the table to the storage case"
73289,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the desktop, and with your right hand, place the blindfold next to the stapler on the desktop to the storage case"
73290,Office,"With your left hand, bring the comb next to the pen holder from the storage case to the table, and with your right hand, place the blindfold next to the pen holder on the table to the storage case"
73291,Office,"With your left hand, take the comb next to the pen container from the storage box to the desktop, and with your right hand, put the blindfold next to the tape on the desktop to the storage box"
73292,Office,"With your left hand, take the comb next to the tape from the storage box to the table, and with your right hand, put the glasses next to the stapler on the table to the storage box"
73293,Office,"With your left hand, bring the comb next to the tape from the storage box to the table, and with your right hand, place the glasses next to the pen holder on the table to the storage box"
73294,Office,"With your left hand, take the comb next to the tape from the storage box to the desktop, and with your right hand, put the glasses next to the tape on the desktop to the storage box"
73295,Office,"With your left hand, take the comb next to the tape from the storage box to the desktop, and with your right hand, put the phone next to the stapler on the desktop to the storage box"
73296,Office,"With your left hand, bring the comb next to the tape to the desktop, and with your right hand, place the phone next to the pen holder on the desktop to the storage box"
73297,Office,"With your left hand, bring the comb next to the tape from the storage box to the desktop, and with your right hand, place the phone next to the tape on the desktop to the storage box"
73298,Office,"With your left hand, take the comb next to the tape from the storage box to the desktop, and with your right hand, put the remote control next to the stapler on the desktop to the storage box"
73299,Office,"With your left hand, bring the comb next to the tape from the storage box to the desktop, and with your right hand, place the remote control next to the pen holder on the desktop to the storage box"
73300,Office,"With your left hand, bring the comb next to the tape from the storage box to the desktop, and with your right hand, place the remote control next to the tape on the desktop to the storage box"
73301,Office,"Bring the comb next to the tape from the storage box to the desktop with your left hand, and place the earpiece next to the cable stapler on the desktop with your right hand to the storage box"
73302,Office,"Bring the comb next to the tape from the storage case to the desktop with your left hand, and place the headphones next to the wired pen holder on the desktop with your right hand to the storage case"
73303,Office,"With your left hand, bring the comb next to the tape from the storage box to the desktop, and with your right hand, place the earphone next to the cable holder on the desktop to the storage box"
73304,Office,"With your left hand, take the comb next to the tape from the storage box to the desktop, and with your right hand, put the watch next to the stapler on the desktop to the storage box"
73305,Office,"With your left hand, bring the comb next to the tape from the storage box to the table, and with your right hand, place the watch next to the pen holder on the table to the storage box"
73306,Office,"With your left hand, take the comb next to the tape from the storage box to the desktop, and with your right hand, put the watch next to the tape on the desktop to the storage box"
73307,Office,"With your left hand, bring the comb next to the tape from the storage box to the table, and with your right hand, place the hairpin next to the stapler on the table to the storage box"
73308,Office,"Bring the comb next to the tape from the storage box to the table with your left hand, and place the hairpin next to the pen holder on the table with your right hand to the storage box"
73309,Office,"With your left hand, bring the comb next to the tape from the storage box to the desktop, and with your right hand, place the hairpin next to the tape on the desktop to the storage box"
73310,Office,"With your left hand, take the comb next to the tape from the storage box to the desktop, and with your right hand, put the hand cream next to the stapler on the desktop to the storage box"
73311,Office,"With your left hand, take the comb next to the tape from the storage box to the desktop, and with your right hand, put the hand cream next to the pen holder on the desktop to the container"
73312,Office,"With your left hand, take the comb next to the tape from the storage box to the desktop, and with your right hand, put the hand cream next to the tape on the desktop to the storage box"
73313,Office,"With your left hand, bring the comb next to the tape from the storage box to the desktop, and with your right hand, place the key next to the stapler on the desktop to the storage box"
73314,Office,"With your left hand, take the comb next to the tape from the storage box to the desktop, and with your right hand, place the key next to the pencil holder on the desktop to the locker"
73315,Office,"With your left hand, bring the comb next to the tape from the storage box to the desktop, and with your right hand, place the key next to the tape on the desktop to the storage box"
73316,Office,"With your left hand, take the comb next to the tape from the storage box to the desktop, and with your right hand, put the face mask next to the stapler on the desktop to the storage box"
73317,Office,"With your left hand, take the comb next to the tape from the storage box to the desktop, and with your right hand, place the mask next to the pencil holder on the desktop to the storage box"
73318,Office,"With your left hand, take the comb next to the tape from the storage box to the desktop, and with your right hand, place the mask next to the tape on the desktop to the storage box"
73319,Office,"With your left hand, take the comb next to the tape from the storage box to the desktop, and with your right hand, put the power bank next to the stapler on the desktop to the storage box"
73320,Office,"With your left hand, bring the comb next to the tape to the desktop, and with your right hand, place the power bank next to the pen holder on the desktop to the storage case"
73321,Office,"With your left hand, take the comb next to the tape from the storage box to the desktop, and with your right hand, place the power bank next to the tape on the desktop to the storage box"
73322,Office,"With your left hand, take the comb next to the tape from the storage box to the table, and with your right hand, put the nail clippers next to the stapler on the table to the storage box"
73323,Office,"With your left hand, bring the comb next to the tape from the storage box to the table, and with your right hand, place the nail clippers next to the pencil holder on the table to the storage box"
73324,Office,"The left hand brings the comb next to the tape from the storage box to the desktop, and the right hand brings the nail clippers next to the tape on the desktop to the storage box"
73325,Office,"Bring the comb next to the tape from the storage box to the table with your left hand, and place the coasters next to the stapler on the table with your right hand to the storage box"
73326,Office,"Bring the comb next to the tape from the storage box to the table with your left hand, and bring the coaster next to the pencil holder on the table with your right hand to the storage box"
73327,Office,"Bring the comb next to the tape from the storage box to the table with your left hand, and place the coaster next to the tape on the table with your right hand"
73328,Office,"Bring the comb next to the tape from the storage box to the table with your left hand, and place the phone case next to the stapler on the table with your right hand to the storage box"
73329,Office,"With your left hand, bring the comb next to the tape from the storage box to the desktop, and with your right hand, place the phone case next to the pen holder on the desktop to the storage box"
73330,Office,"With your left hand, bring the comb next to the tape from the storage box to the desktop, and with your right hand, place the phone case next to the tape on the desktop to the storage box"
73331,Office,"Bring the comb next to the tape from the storage box to the desktop with your left hand, and place the scissors next to the stapler on the desktop to the storage box with your right hand"
73332,Office,"Bring the comb next to the tape from the storage box to the table with your left hand, and bring the scissors next to the pencil holder on the table with your right hand to the storage box"
73333,Office,"Bring the comb next to the tape from the storage box to the table with your left hand, and place the scissors next to the tape on the table with your right hand"
73334,Office,"With your left hand, take the comb next to the tape from the storage box to the table, and with your right hand, place the packet of paper towels next to the stapler on the table to the storage box"
73335,Office,"With your left hand, bring the comb next to the tape to the table, and with your right hand, place the packet of paper towels next to the pen holder on the table to the box"
73336,Office,"With your left hand, take the comb next to the tape from the storage box to the table, and with your right hand, place the packet of paper towels next to the tape on the table"
73337,Office,"Bring the comb next to the tape from the storage box to the table with your left hand, and place the earplugs next to the stapler on the table with your right hand to the storage box"
73338,Office,"Bring the comb next to the tape from the storage box to the table with your left hand, and place the earplugs next to the pen holder on the table with your right hand"
73339,Office,"Bring the comb next to the tape from the storage box to the table with your left hand, and place the earplugs next to the tape on the table with your right hand"
73340,Office,"Bring the comb next to the tape from the storage box to the table with your left hand, and place the eye patch next to the stapler on the table with your right hand to the storage box"
73341,Office,"With your left hand, take the comb next to the tape from the storage box to the desktop, and with your right hand, place the blindfold next to the pen holder on the desktop to the storage box"
73342,Office,"With your left hand, take the comb next to the tape from the storage box to the desktop, and with your right hand, put the blindfold next to the tape on the desktop to the storage box"
73343,Office,"With your left hand, bring the coasters next to the stapler from the storage box to the table, and with your right hand, place the glasses next to the stapler on the table to the storage box"
73344,Office,"With your left hand, bring the coaster next to the stapler from the storage case to the table, and with your right hand, place the glasses next to the pen holder on the table to the storage case"
73345,Office,"With your left hand, bring the coaster next to the stapler from the storage case to the table, and with your right hand, place the glasses next to the tape on the table to the storage case"
73346,Office,"With your left hand, bring the coaster next to the stapler from the storage box to the table, and with your right hand, place the phone next to the stapler on the table to the storage box"
73347,Office,"With your left hand, bring the coaster next to the stapler from the storage case to the desktop, and with your right hand, place the phone next to the pen holder on the desktop to the storage case"
73348,Office,"With your left hand, bring the coaster next to the stapler from the storage box to the table, and with your right hand, place the phone next to the tape on the table to the storage box"
73349,Office,"With your left hand, bring the coasters next to the stapler from the storage box to the table, and with your right hand, place the remote control next to the stapler on the table to the storage box"
73350,Office,"Bring the coasters next to the stapler from the storage case to the table with your left hand, and place the remote control next to the pen holder on the table with your right hand"
73351,Office,"Bring the coasters next to the stapler from the storage box to the table with your left hand, and place the remote control next to the tape on the table with your right hand"
73352,Office,"Bring the coasters next to the stapler from the storage case to the table with your left hand, and place the earphones next to the wired stapler on the table with your right hand"
73353,Office,"Bring the coasters next to the stapler from the storage case to the desktop with your left hand, and place the headphones next to the wired pen holder on the desktop to the storage case with your right hand"
73354,Office,"Bring the coasters next to the stapler from the storage case to the desktop with your left hand, and place the headphones next to the wired tape on the desktop with your right hand to the storage case"
73355,Office,"With your left hand, bring the coasters next to the stapler from the storage case to the table, and with your right hand, place the watch next to the stapler on the table to the storage case"
73356,Office,"With your left hand, bring the coaster next to the stapler from the storage case to the table, and with your right hand, place the watch next to the pen holder on the table to the storage case"
73357,Office,"With your left hand, bring the coaster next to the stapler from the storage case to the table, and with your right hand, place the watch next to the tape on the table onto the storage case"
73358,Office,"With your left hand, bring the coaster next to the stapler from the storage box to the table, and with your right hand, place the hairpin next to the stapler on the table to the storage box"
73359,Office,"With your left hand, bring the coaster next to the stapler from the storage case to the table, and with your right hand, place the bobby pin next to the pen holder on the table to the storage case"
73360,Office,"With your left hand, bring the coaster next to the stapler from the storage case to the table, and with your right hand, place the bobby pin next to the tape on the table to the storage case"
73361,Office,"With your left hand, take the coasters next to the stapler from the storage box to the table top, and with your right hand, put the hand cream next to the stapler on the table top to the storage box"
73362,Office,"With your left hand, bring the coasters next to the stapler from the storage case to the table, and with your right hand, place the hand cream next to the pen holder on the table to the storage case"
73363,Office,"With your left hand, bring the coasters next to the stapler from the storage box to the table, and with your right hand, place the hand cream next to the tape on the table to the storage box"
73364,Office,"With your left hand, bring the coasters next to the stapler from the storage box to the table top, and with your right hand, place the keys next to the stapler on the table top to the storage box"
73365,Office,"With your left hand, bring the coaster next to the stapler from the storage case to the desktop, and with your right hand, place the key next to the pencil holder on the desktop to the storage case"
73366,Office,"With your left hand, bring the coaster next to the stapler from the storage box to the desktop, and with your right hand, place the key next to the tape on the desktop to the storage box"
73367,Office,"With your left hand, take the coaster next to the stapler from the storage box to the desktop, and with your right hand, place the mask next to the stapler on the desktop to the storage box"
73368,Office,"With your left hand, take the coaster next to the stapler from the storage box to the desktop, and with your right hand, put the mask next to the pen holder on the desktop to the storage box"
73369,Office,"With your left hand, take the coaster next to the stapler from the storage box to the desktop, and with your right hand, place the mask next to the tape on the desktop onto the storage box"
73370,Office,"With your left hand, bring the coasters next to the stapler from the storage box to the desktop, and with your right hand, place the power bank next to the stapler on the desktop to the storage case"
73371,Office,"With your left hand, bring the coasters next to the stapler from the storage case to the desktop, and with your right hand, place the power bank next to the pen holder on the desktop to the storage case"
